TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
TX000053,AC00115,-0.7268667617424263,2023-06-07 16:45:34,1,Virginia Beach,D000235,194.174.252.1,M078,1,1.2550714637122016,0,0.3624982080971871,-0.2067936485059295,2.5103026729525246,2024-11-04 08:06:45,0
TX000054,AC00055,-0.4388454544568306,2023-09-07 16:51:27,1,San Diego,D000442,42.219.228.159,M036,1,-0.9373369516178799,3,0.319610326656902,-0.2067936485059295,-1.0757037030833945,2024-11-04 08:08:58,0
TX000055,AC00419,-0.6610881355989335,2023-03-29 17:47:16,1,Omaha,D000642,186.135.2.148,M095,0,0.9739934617468065,2,-0.42377961830804023,-0.2067936485059295,-0.1632040719035283,2024-11-04 08:10:42,0
TX000056,AC00374,0.06631383850452403,2023-08-04 17:53:40,1,Mesa,D000013,81.102.230.41,M052,1,-1.105983752797117,3,-0.5238513416687055,-0.2067936485059295,-0.9718235081994352,2024-11-04 08:09:15,0
TX000057,AC00271,-0.8121391578211521,2023-12-14 17:52:37,0,Columbus,D000462,1.198.76.182,M095,1,0.6929154597814113,2,-0.9670261165516518,-0.2067936485059295,-0.40495019493534623,2024-11-04 08:09:57,0
TX000058,AC00456,-0.017245572518381578,2023-03-03 17:37:41,0,Dallas,D000311,198.73.211.114,M075,1,1.3112870641052805,2,-0.8383624722307964,-0.2067936485059295,-0.12202890098802778,2024-11-04 08:07:49,0
TX000059,AC00143,0.3046585791713361,2023-06-09 16:18:15,1,Indianapolis,D000145,186.54.68.246,M064,1,0.1869750562437003,1,-1.3101291680739329,-0.2067936485059295,0.13238078572469533,2024-11-04 08:07:09,0
TX000060,AC00427,-0.6355989179683301,2023-10-02 16:35:22,1,Kansas City,D000089,198.166.198.233,M064,1,-1.218414953583275,3,-0.9813220770317469,-0.2067936485059295,-1.0727756225562444,2024-11-04 08:11:37,0
TX000061,AC00438,0.9281851394898614,2023-10-06 18:44:37,1,Indianapolis,D000233,27.143.109.203,M094,0,0.07454385545754227,1,0.4625699314578524,-0.2067936485059295,0.09886939125022053,2024-11-04 08:06:25,1
TX000062,AC00002,-0.11512553860794346,2023-05-16 16:07:30,1,Dallas,D000285,7.146.35.122,M087,1,1.9296586684291497,2,1.5347669674649806,1.4528410002061958,-0.2408315377879352,2024-11-04 08:11:03,0
TX000063,AC00425,0.17830880145404376,2023-11-07 16:48:23,1,Las Vegas,D000516,9.230.41.239,M097,2,0.1869750562437003,1,1.5204710069848855,-0.2067936485059295,0.3941670816113332,2024-11-04 08:08:09,0
TX000064,AC00325,1.0408310367605926,2023-05-30 17:43:25,0,Philadelphia,D000548,125.225.212.244,M001,1,0.6366998593883324,1,-0.22363617158670962,-0.2067936485059295,0.8573960873894472,2024-11-04 08:08:01,1
TX000065,AC00434,-0.9997795408356885,2023-11-02 16:01:40,1,Charlotte,D000461,155.164.18.235,M071,2,0.2994062570298583,0,0.062283038015191215,-0.2067936485059295,2.2752408808614075,2024-11-04 08:11:32,0
TX000066,AC00242,-0.3297968258033214,2023-03-29 17:00:31,0,Nashville,D000098,145.246.171.225,M003,1,-0.15031854611477377,1,0.9486325877810838,-0.2067936485059295,-0.6484936773800644,2024-11-04 08:11:41,0
TX000067,AC00319,0.002830612335830326,2023-04-25 16:11:24,1,Indianapolis,D000435,92.214.76.157,M005,1,0.6366998593883324,2,1.5061750465047905,-0.2067936485059295,-0.5383240065476822,2024-11-04 08:10:12,0
TX000068,AC00460,0.765588597991415,2023-04-18 18:40:47,1,Albuquerque,D000305,131.41.45.13,M063,1,-1.105983752797117,3,0.11946687993557138,-0.2067936485059295,-0.8109611227415868,2024-11-04 08:12:10,1
TX000069,AC00461,-0.6177496136866844,2023-02-09 16:34:53,0,Austin,D000128,46.150.175.171,M057,2,0.8615622609606484,1,-1.4816806938350733,-0.2067936485059295,-0.3714029045524825,2024-11-04 08:07:11,0
TX000070,AC00395,-0.3716279208664489,2023-11-13 16:42:28,0,Indianapolis,D000684,125.89.163.224,M040,1,-0.7124745500455638,1,-0.23793213206680466,-0.2067936485059295,-1.0607992091216405,2024-11-04 08:08:42,0
TX000071,AC00217,-0.5620090799702975,2023-07-18 16:12:00,1,Atlanta,D000201,40.226.196.34,M091,0,-0.03788734532861574,1,1.4346952441043153,-0.2067936485059295,-0.3251202586719357,2024-11-04 08:10:18,0
TX000072,AC00053,-0.5289142086918527,2023-01-13 17:00:16,1,Dallas,D000410,65.164.3.100,M066,2,-0.5438277488663268,1,0.21953860329623667,-0.2067936485059295,0.3231957427396068,2024-11-04 08:09:26,0
TX000073,AC00282,-0.9346861087145238,2023-07-04 18:20:33,1,Boston,D000180,9.230.41.239,M070,0,0.9739934617468065,2,-0.9241382351113667,-0.2067936485059295,0.19273719168713907,2024-11-04 08:12:15,0
TX000074,AC00110,-0.2181444598649658,2023-10-20 16:54:28,0,Jacksonville,D000295,152.140.239.181,M046,2,-1.0497681524040379,3,2.292452872910018,-0.2067936485059295,0.3649375562089603,2024-11-04 08:08:45,0
TX000075,AC00265,3.134475631685065,2023-10-04 16:36:29,1,Indianapolis,D000231,193.83.0.183,M036,1,-1.387061754762512,3,-1.367313009994313,-0.2067936485059295,-1.155938750312908,2024-11-04 08:06:51,1
TX000076,AC00239,-0.2243112060659182,2023-12-28 17:31:03,1,Omaha,D000073,156.173.170.140,M066,0,-0.4313965480801688,1,-0.9813220770317469,-0.2067936485059295,0.40397435658186615,2024-11-04 08:09:17,0
TX000077,AC00007,-0.4623818691237991,2023-06-12 17:53:52,1,Kansas City,D000070,60.153.124.80,M060,2,-1.274630553976354,3,-0.09497252726585426,-0.2067936485059295,-1.1487031607790925,2024-11-04 08:08:22,0
TX000078,AC00022,-0.7059683440614207,2023-03-13 16:32:12,1,Milwaukee,D000363,94.37.250.128,M095,1,-0.03788734532861574,0,-0.7239947883900362,-0.2067936485059295,2.4516256827039893,2024-11-04 08:11:36,0
TX000079,AC00464,-0.6074374436506471,2023-12-18 18:46:27,1,Miami,D000561,162.198.218.92,M045,1,-1.443277355155591,3,-0.6096271045492758,-0.2067936485059295,-0.9619880293008822,2024-11-04 08:06:50,0
TX000080,AC00014,-0.4225720964265394,2023-07-17 18:54:31,1,Seattle,D000375,130.92.201.49,M032,2,0.2994062570298583,0,-0.7525867093502262,-0.2067936485059295,1.3881555528208673,2024-11-04 08:10:29,0
TX000081,AC00406,-0.3901624191704226,2023-06-19 18:22:10,1,Denver,D000488,86.103.2.29,M074,0,-0.3751809476870898,1,-0.2522280925468997,-0.2067936485059295,-1.169638167350178,2024-11-04 08:09:51,0
TX000082,AC00445,0.16374842847957272,2023-10-23 17:13:57,0,Phoenix,D000097,131.41.45.13,M081,2,0.7491310601744904,1,-0.5667392231089906,-0.2067936485059295,0.34297438826187915,2024-11-04 08:08:16,0
TX000083,AC00236,2.1410813381138585,2023-01-23 16:32:48,1,Detroit,D000206,21.97.154.92,M004,0,1.0302090621398854,2,-0.46666749974832533,-0.2067936485059295,-0.10216564368169591,2024-11-04 08:11:07,1
TX000084,AC00220,-0.12910349666343562,2023-11-06 16:34:10,1,Denver,D000616,36.13.239.172,M028,2,0.2431906566367793,0,0.7198972200995631,-0.2067936485059295,0.5288382739125815,2024-11-04 08:09:38,0
TX000085,AC00140,-0.48951555240798983,2023-07-03 16:40:24,1,San Diego,D000494,167.104.180.235,M030,2,-0.6000433492594058,0,0.5340497338583277,-0.2067936485059295,-0.920623122869612,2024-11-04 08:09:42,0
TX000086,AC00098,3.571903495539292,2023-09-29 17:22:10,0,Austin,D000574,165.114.224.47,M012,2,0.5242686586021743,1,-1.2815372471137427,-0.2067936485059295,0.9076477951404213,2024-11-04 08:06:53,1
TX000087,AC00303,-0.9354055624379682,2023-10-20 17:27:35,1,Mesa,D000428,16.131.3.140,M033,1,1.0864246625329645,0,-0.7239947883900362,-0.2067936485059295,1.219339659661426,2024-11-04 08:12:05,0
TX000088,AC00373,0.9266434529396235,2023-08-28 17:03:53,1,Washington,D000018,8.243.4.138,M054,0,0.1869750562437003,0,-0.06638060630566417,-0.2067936485059295,1.3954552421910913,2024-11-04 08:07:32,1
TX000089,AC00438,-0.9866238156069899,2023-06-22 18:37:29,0,San Diego,D000453,132.127.5.187,M043,2,0.7491310601744904,0,0.8485608644204186,-0.2067936485059295,1.99212215941795,2024-11-04 08:09:10,0
TX000090,AC00437,0.3267218266902993,2023-11-20 16:28:09,1,Kansas City,D000141,186.54.68.246,M022,2,-1.162199353190196,3,-0.2808200135070898,-0.2067936485059295,-1.1083253918285165,2024-11-04 08:08:38,0
TX000091,AC00106,1.4366333637583906,2023-09-14 16:49:33,0,Milwaukee,D000322,101.223.82.253,M052,2,0.8615622609606484,2,-1.2243534051933627,-0.2067936485059295,-0.2692918651534036,2024-11-04 08:08:12,1
TX000092,AC00310,-0.2526439788891831,2023-10-02 16:36:10,1,Kansas City,D000481,133.223.159.151,M009,0,0.4680530582090954,1,-0.9241382351113667,4.772110297630446,-0.5600769270313429,2024-11-04 08:08:01,2
TX000093,AC00149,-0.229313122428913,2023-03-27 18:16:04,1,Houston,D000526,60.43.160.195,M049,1,-1.330846154369433,3,0.21953860329623667,-0.2067936485059295,-1.1528363182307262,2024-11-04 08:10:44,0
TX000094,AC00373,0.49514251737853404,2023-12-21 16:37:03,1,Los Angeles,D000645,168.36.49.167,M047,2,-1.443277355155591,3,2.006533663308117,-0.2067936485059295,-0.9585497140759189,2024-11-04 08:08:21,1
TX000095,AC00425,1.1873597784354462,2023-03-02 16:05:09,1,San Antonio,D000178,165.38.56.205,M093,0,-0.8811213512248008,1,-0.681106906949751,-0.2067936485059295,-1.0181061540799818,2024-11-04 08:08:04,1
TX000096,AC00010,0.723175088009309,2023-06-26 16:16:50,0,Mesa,D000622,193.108.17.115,M048,1,0.35562185742293734,1,0.10517091945547634,-0.2067936485059295,0.6651273460847859,2024-11-04 08:09:32,0
TX000097,AC00348,1.9220933285778141,2023-04-18 17:27:23,0,San Francisco,D000019,175.230.206.232,M002,1,-0.9935525520109589,3,0.9343366273009888,-0.2067936485059295,-0.8310782154000972,2024-11-04 08:10:47,1
TX000098,AC00011,-0.932664786348656,2023-07-17 17:08:24,1,Louisville,D000192,62.152.134.92,M007,0,0.6929154597814113,1,-0.5953311440691808,-0.2067936485059295,-1.2597574093539148,2024-11-04 08:11:05,0
TX000099,AC00453,-0.5138056804995192,2023-09-01 17:26:02,1,Charlotte,D000093,149.84.108.18,M028,1,1.4799338652845175,2,0.19094668233604659,-0.2067936485059295,-0.7688141983061302,2024-11-04 08:07:22,0
TX000100,AC00178,-0.6254923061389914,2023-09-11 16:19:04,1,San Antonio,D000528,134.222.122.238,M004,1,-0.4313965480801688,0,0.7913770225000384,-0.2067936485059295,0.6485254884549293,2024-11-04 08:08:38,0
TX000101,AC00265,0.2938667733196694,2023-01-24 17:23:56,1,Fort Worth,D000321,18.72.115.111,M066,1,-0.8249057508317219,1,-1.367313009994313,-0.2067936485059295,0.9711450930868917,2024-11-04 08:11:07,0
TX000102,AC00018,-0.6819522935788226,2023-08-11 16:18:46,0,El Paso,D000528,34.125.226.63,M095,2,-1.387061754762512,3,0.677009338659278,-0.2067936485059295,1.0946013780100716,2024-11-04 08:10:02,0
TX000103,AC00075,-0.7343696362869184,2023-10-16 18:35:11,0,Fort Worth,D000607,21.28.32.1,M009,1,0.5804842589952534,0,0.6341214572189929,-0.2067936485059295,-1.008416822808441,2024-11-04 08:10:52,0
TX000104,AC00464,-0.34750909128050156,2023-02-24 16:29:23,1,Virginia Beach,D000164,204.34.243.93,M099,1,-0.9935525520109589,1,0.37679416857728215,-0.2067936485059295,1.1036856068259144,2024-11-04 08:08:32,0
TX000105,AC00170,-0.5743768320733188,2023-01-02 16:36:02,1,Las Vegas,D000647,111.226.226.202,M045,0,-0.7124745500455638,1,1.649134651305741,-0.2067936485059295,0.7283323487772326,2024-11-04 08:06:35,0
TX000106,AC00235,0.0318828388825395,2023-11-30 16:31:03,1,Colorado Springs,D000078,96.115.67.230,M047,2,0.07454385545754227,1,-0.9813220770317469,-0.2067936485059295,1.1034856153363193,2024-11-04 08:10:48,0
TX000107,AC00013,-0.6256293449434569,2023-11-01 16:52:01,1,Seattle,D000182,115.218.48.83,M032,2,0.8053466605675694,2,-0.5667392231089906,-0.2067936485059295,0.2641879973352026,2024-11-04 08:09:24,0
TX000108,AC00397,1.572507338386043,2023-03-06 16:47:02,1,Sacramento,D000028,174.61.77.54,M012,1,-0.9935525520109589,3,-1.4673847333549783,-0.2067936485059295,-1.2034495490590456,2024-11-04 08:11:40,1
TX000109,AC00423,0.7063193150600389,2023-11-27 18:32:49,1,Los Angeles,D000518,216.151.64.40,M083,2,-1.274630553976354,3,-1.2100574447132675,-0.2067936485059295,-1.1964831788381467,2024-11-04 08:09:22,1
TX000110,AC00154,-0.529530883311948,2023-07-31 16:37:46,1,San Antonio,D000469,197.162.55.147,M055,0,1.0302090621398854,2,0.39109012905737717,-0.2067936485059295,0.7351346234169251,2024-11-04 08:10:42,0
TX000111,AC00068,2.561345091708768,2023-11-22 16:13:39,1,Columbus,D000400,77.7.223.184,M077,0,0.4680530582090954,2,-0.666810946469656,-0.2067936485059295,-0.8421187712231337,2024-11-04 08:07:35,1
TX000112,AC00318,-0.1783346871677061,2023-03-21 16:29:31,1,New York,D000536,44.197.126.59,M089,0,-1.105983752797117,3,0.8628568249005136,-0.2067936485059295,-1.0587351943892802,2024-11-04 08:10:26,0
TX000113,AC00396,-0.14808337108192265,2023-04-20 18:26:50,0,Dallas,D000477,143.212.47.226,M012,2,0.35562185742293734,1,0.7770810620199433,-0.2067936485059295,0.9576405395523041,2024-11-04 08:06:56,0
TX000114,AC00121,-0.28721201731563323,2023-03-01 17:52:14,0,Dallas,D000574,51.250.122.123,M009,0,1.8734430680360705,2,2.321044793870208,-0.2067936485059295,-0.40654243487173863,2024-11-04 08:09:36,0
TX000115,AC00336,0.10369117242251924,2023-02-10 16:52:48,1,Fresno,D000655,188.124.181.12,M051,2,-0.2627497469009318,1,-0.22363617158670962,-0.2067936485059295,-1.1881912240003156,2024-11-04 08:06:30,0
TX000116,AC00468,-1.010982463100752,2023-07-21 16:43:11,1,San Diego,D000673,44.73.3.217,M042,2,0.1307594558506213,0,-0.18074829014642452,-0.2067936485059295,1.8027353467582248,2024-11-04 08:09:53,0
TX000117,AC00282,0.00851772272115303,2023-10-09 17:02:43,0,Austin,D000266,85.240.254.83,M040,2,1.3112870641052805,0,-1.038505918952127,-0.2067936485059295,2.1620739016785535,2024-11-04 08:12:18,0
TX000118,AC00498,-0.8243356114185914,2024-01-01 16:34:10,0,Oklahoma City,D000256,101.90.40.193,M086,0,-0.09410294572169475,1,0.03369111705500113,1.4528410002061958,0.1471904119285643,2024-11-04 08:07:42,0
TX000119,AC00085,0.37704932763029453,2023-07-07 16:11:38,1,Boston,D000544,98.255.160.110,M041,2,-1.0497681524040379,1,-0.8240665117507014,-0.2067936485059295,0.8287691004493158,2024-11-04 08:06:30,0
TX000120,AC00092,-0.6227172703485628,2023-05-22 17:09:52,1,Fresno,D000663,124.6.134.78,M086,1,-0.31896534729401077,1,0.677009338659278,-0.2067936485059295,0.3504304812329405,2024-11-04 08:10:02,0
TX000121,AC00295,-0.8360181694992846,2023-08-16 16:17:12,1,Houston,D000489,45.64.74.86,M025,0,1.3675026644983594,2,0.019395156574906088,-0.2067936485059295,-0.8879040023731489,2024-11-04 08:08:43,0
TX000122,AC00358,-0.8025464415085594,2023-11-17 16:02:02,0,Detroit,D000434,69.82.61.135,M028,2,0.07454385545754227,0,0.648417417699088,-0.2067936485059295,1.553943369708361,2024-11-04 08:10:13,0
